Iteration, Residual
1186, 2.495279e-01
1187, 2.483961e-01
1188, 2.472694e-01
1189, 2.461478e-01
1190, 2.450313e-01
1191, 2.439199e-01
1192, 2.428135e-01
1193, 2.417121e-01
1194, 2.406158e-01
1195, 2.395244e-01
1196, 2.384380e-01
1197, 2.373565e-01
1198, 2.362799e-01
1199, 2.352082e-01
1200, 2.341413e-01
1201, 2.330793e-01
1202, 2.320222e-01
1203, 2.309698e-01
1204, 2.299222e-01
1205, 2.288793e-01
1206, 2.278412e-01
1207, 2.268078e-01
1208, 2.257791e-01
1209, 2.247551e-01
1210, 2.237357e-01
1211, 2.227209e-01
1212, 2.217107e-01
1213, 2.207052e-01
1214, 2.197042e-01
1215, 2.187077e-01
1216, 2.177157e-01
1217, 2.167283e-01
1218, 2.157453e-01
1219, 2.147668e-01
1220, 2.137928e-01
1221, 2.128231e-01
1222, 2.118579e-01
1223, 2.108970e-01
1224, 2.099405e-01
1225, 2.089883e-01
1226, 2.080405e-01
1227, 2.070970e-01
1228, 2.061577e-01
1229, 2.052227e-01
1230, 2.042920e-01
1231, 2.033654e-01
1232, 2.024431e-01
1233, 2.015250e-01
1234, 2.006110e-01
1235, 1.997012e-01
1236, 1.987955e-01
1237, 1.978939e-01
1238, 1.969964e-01
1239, 1.961030e-01
1240, 1.952136e-01
1241, 1.943283e-01
1242, 1.934470e-01
1243, 1.925697e-01
1244, 1.916964e-01
1245, 1.908270e-01
1246, 1.899616e-01
